"Domaine","Support","Année","Nauteurs","Titre"
"Lettres", "COUV", "2010", "1", "Achille et Polyxène (1687) : l'inauguration du cycle troyen à l'Académie royale de musique"
"Linguistique", "COMM", "2008", "2", "Français langue seconde, compétence scolaire et élaboration de ressources didactiques spécifiques"
"Linguistique", "COMM", "2004", "1", "Les pauses intra-constituants en anglais spontané"
"Informatique", "COMM", "2003", "3", "Système de Recherche d'Images et de Navigation Visuelle Basé sur une Approche locale"
"Informatique", "COMM", "2010", "3", "Motifs de graphe pour le calcul de dépendances syntaxiques complètes"
"Lettres", "COUV", "2009", "4", "Cendrillon"
"Lettres", "COUV", "2016", "1", "Sont-ils des traîtres ? Deux écrivains « assimilationnistes » de la période coloniale : Mohammed Ben Cherif (1879-1921) et de Jang Hyeok-ju (1905-1997)"
"Linguistique", "ART", "2001", "1", "La construction de la cohérence communautaire : le français de référence au centre ville"
"Informatique", "COMM", "2011", "4", "Mécanisme de compétition pour allocation localisée de ressources multiples"
"Informatique", "COMM", "2012", "2", "A la découverte de la  pascaline  pour l'apprentissage de la numération décimale"
"Lettres", "COUV", "2013", "1", "Adresses ou les Loisirs de la Poste : l’écriture selon Mallarmé comme un pur acte d’adresse"
"Linguistique", "COUV", "2010", "1", "La topicalisation en berbère : formes et structures"
"Linguistique", "COMM", "2008", "1", "La Conjugaison Objective Définie Mordve (CODM)"
"Linguistique", "COMM", "2009", "1", "L'aménagement linguistique entre paix et conflit."
"Informatique", "COMM", "2017", "8", "Vers l'annotation par le jeu de corpus (plus) complexes : le cas de la langue de spécialité"
"Informatique", "COMM", "2006", "3", "Abstract: un outil et une méthodologie pour analyser une activité humaine médiée par un artefact technique complexe"
"Informatique", "COMM", "2004", "4", "Analyse et Identifications de Bactéries dans les Image Microscopiques Couleur de Biofilms"
"Linguistique", "COUV", "2008", "1", "La rime imparfaite au XVIe siècle"
"Informatique", "COMM", "2014", "4", "Génération automatique de règles de corrélation pour la détection d'attaques complexes"
"Linguistique", "COUV", "2008", "1", "Variation géolinguistique berbère du Rif : le cas des indices personnels verbaux"
"Informatique", "COMM", "2014", "6", "SLAM contraint pour la localisation dans des environnements partiellement connus"
"Linguistique", "ART", "2015", "1", "Méthodologie de recherche en géolinguistique"
"Lettres", "ART", "2017", "1", "Marc Sleen (1922-2016), le dernier géant de la bande dessinée flamande"
"Lettres", "COMM", "2006", "1", "aspects et fonctions du récit initiatique dans la tradition théosophique musulmane"
"Informatique", "ART", "2010", "1", "La géométrie dynamique pour passer de l'espace sensible à la géométrie"
"Lettres", "ART", "2009", "1", "Jules Verne, le Québec et le Canada. Variations sur la géographie et l'écologie humaine dans trois romans canadiens de Jules Verne."
"Informatique", "ART", "2009", "2", "SAIA : une utilisation conjointe du génie logiciel et des méthodes formelles"
"Informatique", "COMM", "2013", "2", "Problèmes d'additivité dus à la présence de hiérarchies complexes dans les modèles multidimensionnels : définitions, solutions et travaux futurs"
"Informatique", "COMM", "2009", "1", "Le design virtuel en temps réel"
"Linguistique", "COMM", "2008", "3", "Exploitation des informations prosodiques dans la base PFC - outils de recherche et d'analyse"
"Linguistique", "COMM", "2003", "1", "La construction du lexique dans un logiciel d'aide à l'apprentissage de la lecture"
"Lettres", "COUV", "2017", "1", "La littérature “zainichi” existe-elle ?"
"Informatique", "COMM", "2013", "6", "Modèles de Coût pour la Sélection de Vues Matérialisées dans le Nuage, Application aux Services Amazon EC2 et S3"
"Lettres", "ART", "2006", "1", "Combat et Mise à mort, étude comparée d'une pièce de Kathakali, Duryodhanavadham et d'un nô, Sanemori"
"Informatique", "COMM", "2007", "8", "Réalité Augmentée en extérieur: Enjeux et Etat de l'Art"
"Linguistique", "COUV", "2013", "1", "Corrélation et complémentation dans les comparatives du français dans une perspective typologique"
"Lettres", "COUV", "2015", "1", "Sur le « style spermatique »."
"Informatique", "COUV", "2005", "2", "Une modélisation au niveau connaissance du raisonnement à partir de cas"
"Informatique", "COMM", "2003", "3", "Accès aux bases d'images par navigation visuelle"
"Informatique", "COMM", "2014", "4", "Approvisionnement d'une chaîne logistique agile: une approche d'optimisation dynamique"
"Informatique", "COUV", "2007", "2", "Objets et raisonnement à partir de cas : une application en supervision industrielle"
"Informatique", "COMM", "2014", "2", "Intégration d'un champ de gradient rapide et robuste aux discontinuités Application à la stéréophotométrie"
"Informatique", "COMM", "2010", "1", "BPEL2B : Un outil d'aide à la vérification de la composition de services Web basé sur la preuve et le raffinement"
"Informatique", "ART", "2008", "2", "Réalité augmentée. Principes, technologies et applications"
"Lettres", "COMM", "2013", "1", "Merveilles à l'encan, Marseille et la curiosité"
"Informatique", "COMM", "2011", "4", "Modélisation et Évaluation des Attaques Ciblées dans un Overlay Structuré"
"Informatique", "COMM", "2017", "1", "Synthèse du Thème D : « Droit des données à caractère personnel »"
"Lettres", "ART", "2017", "1", "Quoi, si j'étais autre? Potentiel, virtuel, contrefactuel : modalités de la confession dans le livre III des Essais"
"Informatique", "COMM", "2009", "1", "Le CompactRio permet d'étudier le transport sédimentaire par fibres optiques"
"Linguistique", "ART", "2014", "1", "Des effets du genre sur la transmission des langues dans le processus migratoire entre Maghreb et France"
"Linguistique", "ART", "2012", "1", "Chafe et Talmy: deux approches de la linéarisation à l'époque de la sémantique générative"
"Informatique", "COMM", "2014", "3", "Segmentation 3D+t d'images IRM cérébrales par une chaîne de Markov 4D"
"Lettres", "COUV", "2010", "1", "Frère et sœurs dans la poésie de Marceline Desbordes-Valmore"
"Linguistique", "COMM", "2007", "2", "Le modèle de connaissances dans LyText"
"Informatique", "COMM", "2001", "1", "Atelier Réalité virtuelle et Cognition,Paris"
"Informatique", "COMM", "2016", "3", "Associer argumentation et simulation en aide à la décision : Illustration en agroalimentaire"
"Linguistique", "COMM", "2004", "1", "Interface sémantique-pragmatique et domaines de référence"
"Informatique", "COMM", "1995", "4", "Perception de la profondeur et incrustation d'objets virtuels en vision stéréoscopique"
"Linguistique", "COMM", "2003", "1", "Le Module Ressource Lexical"
"Linguistique", "COMM", "2015", "1", "Relations intentionnelles et sémantique des mondes possibles"
"Linguistique", "ART", "2016", "3", "Les très jeunes enfants allophones à l'école maternelle: interactions langagières et appropriation du français"
"Informatique", "COMM", "2005", "4", "Approche textuelle pour la recherche d'image."
"Lettres", "COUV", "2013", "1", "Le prologue dramatique, un genre médian (1680-1762)"
"Lettres", "COUV", "2008", "1", "Le Passional Christi et Antichristi (1521) et la Vergleichung des Papstes und Jesus (1523) ou : de Luther à l'homme du commun"
"Linguistique", "ART", "2005", "1", "La figure du narrataire dans Voyage au bout de la nuit de L.-F. Céline"
"Linguistique", "ART", "2011", "1", "La langue de Baudelaire avec Benveniste"
"Linguistique", "COMM", "2009", "1", "Réflexivité, anthropologie politique et systémique"
"Linguistique", "ART", "1996", "1", "Argumentation et séduction : Étude de quelques connecteurs argumentatifs dans un dialogue de Crébillon fils"
"Informatique", "COMM", "2007", "1", "Comment la virtualité va-t-elle changer le management"
"Lettres", "COUV", "2007", "1", "Chronique de voyage et sagesse des nations"
"Lettres", "COUV", "2008", "1", "Les ultima verba de Paule Régnier"
"Lettres", "COUV", "2008", "1", "Écrire ou ne rien faire : une métaphore de la vacuité romanesque"
"Lettres", "COUV", "2009", "1", "La fraternité comme lien social. Un thème majeur chez les romanciers français de l'entre-deux-guerres"
"Informatique", "COMM", "2000", "1", "Apport de la Réalité Virtuelle"
"Lettres", "ART", "2009", "1", "Les marges d’un marginal (réflexions sur l’œuvre de Juan Gil-Albert)"
"Informatique", "COMM", "1994", "1", "Etat de l'art de la Réalité Virtuelle"
"Lettres", "ART", "2008", "1", "Notes sur la vie littéraire : le Journal (1931-1935) de Valery Larbaud"
"Linguistique", "COUV", "2013", "1", "QUE entre conjonction et pronom clitique en français"
"Informatique", "COMM", "1996", "1", "Utilisation des images en relief en téléopération"
"Linguistique", "ART", "2011", "1", "Les notions de centre et périphérie : une certaine idée de l'organisation du système linguistique , Deuxième colloque international  Théories et concepts du Cercle Linguistique de Prague au seuil du XXIe siècle"
"Lettres", "ART", "2010", "1", "Valery Larbaud et le “roman d'aventure”"
"Lettres", "ART", "2008", "1", "Comédiens, Noirs, à Rio de Janeiro ? Place et histoire des performers noirs carioca"
"Linguistique", "COUV", "2016", "3", "Du quotidien communicatif d'enfants allophones en classe maternelle"
"Informatique", "COUV", "2007", "3", "Téléopération collaborative via le réseau Internet"
"Lettres", "ART", "2006", "1", "Antoine-Marin Lemierre, apologiste des institutions littéraires de son temps"
"Lettres", "ART", "2006", "1", "La présence de l'histoire dans Barnevelt de Lemierre : une “aptitude” au romantisme ?"
"Lettres", "ART", "2008", "1", "L'Histoire terrible des idéologies et des fanatismes"
"Lettres", "ART", "2008", "1", "Le dispositif dramatique dans trois formes théâtrales asiatiques : kathakali, chuanqi, nô"
"Lettres", "ART", "2010", "1", "Peer Gynt d'Ibsen, de la fiction aux fictions, l'art du détour"
"Lettres", "ART", "2010", "1", "Rivages ou le sourire d'un nô paradoxal"
"Linguistique", "ART", "2010", "1", "Quelques réflexions sur des pratiques croisées entre formation linguistique et enseignement disciplinaire"
"Lettres", "COUV", "2008", "2", "Tradition de la synthèse des arts : prosodie et musique dans la tragédie musicale Antigone (1927) et la “tragédie-ballet” Amphion (1931)"
"Lettres", "COMM", "2008", "1", "Le Ballet de la Jeunesse et Les Éléments : une quête aventureuse de l'unité"
"Informatique", "COMM", "2010", "3", "Évaluation de classes sémantiques pour la construction d'ontologies"
"Informatique", "COMM", "1997", "1", "Conception automatisée de modèles de page en vue de leur utilisation en reconnaissance de documents"
"Lettres", "ART", "2009", "1", "Pourquoi les dramaturges anglais étaient-ils fous de la folie ?"
"Informatique", "COMM", "2010", "2", "Les motifs séquentiels au service de la structuration des folksonomies"
"Informatique", "COMM", "2014", "5", "Une nouvelle méthode de classification monoclasse à base de représentation symbolique : Application à la classification de documents"
"Informatique", "COMM", "2010", "3", "Ontologies et Recherche d'Information : une application au diagnostic automobile"
"Linguistique", "ART", "2007", "1", "Métrique des ballades de Verlaine"
"Informatique", "COMM", "2009", "2", "Cohérences basées sur les valeurs en échec"
"Lettres", "COUV", "2014", "1", "La défaillance du père"
"Informatique", "COMM", "2014", "3", "La reformulation hybride des requêtes exploratoires à l'aide de concepts explicites et implicites"
"Informatique", "COMM", "2009", "5", "Conception de systèmes par applications de modèles paramétrés"
"Lettres", "ART", "2012", "3", "Philip Mechanicus. Journal. Camp de Westerbork 28 mai 1943 - 28 février 1944"
"Linguistique", "COUV", "2006", "1", "L'ORDRE DES MOTS EN PROSE ET EN VERS : DU DOMJUAN DE MOLIÈRE AU FESTIN DE PIERRE DE THOMAS CORNEILLE"
"Linguistique", "ART", "2007", "1", "Quelques mots sur la socioterminologie"
"Linguistique", "ART", "2007", "1", "Une méthode de lexicographie biblique au XIIIe siècle : le dictionnaire hébreu-latin-ancien français de l'abbaye de Ramsey"
"Linguistique", "ART", "2006", "1", "Ph. Rigaud, “Les îles de la Provence (Liber insularum Provinciae). Essai sur la toponymie insulaire (XIIe-XVIe s.)”, Bulletin archéologique de la Provence, Suppl. 1, 2003, 46-66"
"Lettres", "ART", "2012", "1", "Les écoles chrétiennes de Rome, Athènes, Alexandrie et Antioche à l'époque des Antonins : remarques sur la circulation des maîtres et de leurs disciples. I : Justin, son disciple Tatien, Athénagore"
"Informatique", "COMM", "2007", "4", "Reconnaissance aveugle de codages OSTBC basée sur les propriétés matricielles des statistiques d'ordre 2."
"Linguistique", "COUV", "1998", "1", "Le problème de l'adresse en situation d'interaction plurilocuteurs dans les avions de la patrouille maritime"
"Lettres", "ART", "2010", "1", "Une histoire sans nom"
"Lettres", "ART", "2016", "1", "La virilité à l’épreuve de l’exil dans le roman ''Mudun al-Milḥ. Al-Tīh'' de ‘Abd al-Raḥmān Munīf"
"Informatique", "COMM", "2010", "3", "Analyse de fontes anciennes : de la génération de données synthétiques à la reconnaissance"
"Linguistique", "COUV", "2016", "1", "La fin de l’ironie. Nature, sexe, féminisme et renouveau essentialiste dans le discours transhumaniste"
"Informatique", "COMM", "2013", "2", "Évaluation sommative de schémas électroniques à l'aide d'une distance utilisant les fréquences des motifs"
"Informatique", "ART", "2005", "1", "De la conception d hypermédia à la conception d application Web."
"Linguistique", "COMM", "2009", "3", "L'effet de la culture et de la langue sur le développement de la production des gestes co-verbaux et conventionnels : une comparaison entre enfants tchèques et français de groupes d'âge différents"
"Lettres", "COUV", "2016", "1", "« La ‘forme maîtresse’, pierre d’achoppement au seuil du ‘troisième alongeail’ (III ,2) ? », in Ph. Desan éd., Lectures du Livre III des Essais, Paris, H. Champion, 2016, p. 85-114"
"Linguistique", "COMM", "2013", "1", "Vue de l'ailleurs : Questions de pouvoir sociolinguistique en Corse"
"Linguistique", "ART", "2007", "1", "La révolution dénominative en chimie"
"Linguistique", "COMM", "2008", "1", "Etudier les stéréotypes dans le discours télévisuel : une démarche légitime ?"
"Informatique", "COMM", "2014", "4", "Analyse de systèmes embarqués par structuration de traces d'exécution"
"Linguistique", "COUV", "2012", "1", "Anarchisme et féminisme au prisme de la langue"
"Informatique", "COMM", "2009", "4", "Fusion de réseaux de contraintes qualitatives par morceaux"
"Linguistique", "COUV", "2007", "1", "Termes en kw-, récursivité et origine du langage"
"Informatique", "COMM", "2009", "3", "Relaxation de contraintes globales pour la modélisation de problème d'allocation d'infirmières"
"Lettres", "COUV", "2008", "1", "Des Nibelungen à la mondialisation : le décalage chez Moritz Rinke"
"Lettres", "COMM", "2013", "1", "Louis Le Caron dit Charondas, de l’art de se faire un nom"
"Informatique", "COMM", "2011", "3", "Un algorithme pour le déploiement des réseaux FTTH"
"Lettres", "ART", "2013", "1", "Les écoles chrétiennes de Rome, Athènes, Alexandrie et Antioche à l'époque des Antonins : remarques sur la circulation des maîtres et de leurs disciples. II : Les deux Cléments, Tatien l'Encratite, les maîtres gnostiques"
"Lettres", "COMM", "2013", "1", "« Montaigne, Horace et l’ ‘arriereboutique’ », in B. Delignon, N. Dauvois & L. Cottegnies édd., L’invention de la vie privée et le modèle d’Horace, Paris, Classiques Garnier, 2016, p. 259-275"
"Lettres", "COMM", "2013", "1", "Notes sur Théodore de Neuhoff en Angleterre"
"Linguistique", "ART", "2012", "1", "Pourquoi le document importe ?"
"Lettres", "COUV", "2010", "1", "Entre théâtre et cinéma. Frontalité et paysage intermédial dans Radio Muezzin de Stefan Kaegi"
"Lettres", "ART", "2012", "1", "De la lettre de l’Histoire à la littéralité martiale. Echecs des rites initiatiques et des rituels de passage dans les romans simonien et cendrarsien"
"Informatique", "COMM", "2009", "2", "Séquencer et compter avec la contrainte multicost-regular"
"Linguistique", "COMM", "2009", "1", "Des néologismes par détournement ? ou Plaidoyer pour la reconnaissance du détournement parmi les matrices lexicogéniques"
"Informatique", "COMM", "2009", "1", "Asservissement visuel par imagerie médicale"
"Informatique", "COMM", "2010", "4", "Apport d'informations textuelles pour l'extraction de structures de documents manuscrits"
"Informatique", "COMM", "2014", "3", "Représentation compacte des adresses pour le routage par caractéristiques"
"Lettres", "COUV", "2012", "1", "Aux origines du genre de l'apologie"
"Linguistique", "ART", "2013", "1", "Constitution et exploitation de corpus vidéo en linguistique interactionnelle : rendre disponibles les détails multimodaux de l'activité située"
"Linguistique", "ART", "2008", "1", "La Politique linguistique québécoise face au bilinguisme inégal"
"Lettres", "ART", "2015", "1", "« Le Discours de la servitude volontaire de La Boétie – Bibliographie pour l’Agrégation 2015 », Seizième Siècle, n° 11, juin 2015, p. 349-364"
"Lettres", "ART", "2015", "1", "« ‘Tel … faict des Essais qui ne sçauroit faire des effaicts’ : la paronomase dans Les Essais », Montaigne Studies, An Interdisciplinary Forum, vol. XXVII,1-2, mars 2015, p. 113-126"
"Informatique", "COMM", "2009", "4", "Transformations de graphes pour les opérations topologiques en modélisation géométrique"
"Informatique", "COMM", "2012", "1", "Problèmes de Plus Sûr et Plus Court Chemin Stochastique"
"Informatique", "COMM", "2006", "2", "CLASSIFICATION FLOUE DE COULEUR"
"Linguistique", "COMM", "2005", "1", "La construction métrique des seuils dans l'œuvre poétique d'Auguste Brizeux"
"Lettres", "COUV", "2013", "2", "Jouer le théâtre contemporain en langue étrangère : Universcènes à l’université de Toulouse-Le Mirail"
"Lettres", "COUV", "2015", "2", "Avant-propos Sprichwortbrauerei/Expressions à la pression"
"Lettres", "COMM", "2015", "1", "L’Université de Bourges"
"Linguistique", "COMM", "2009", "1", "Identification des rimes internes et disposition des textes à vers césurés"
"Linguistique", "COMM", "2008", "1", "Des formes strophiques simples dans le traité des Flors del Gay Saber"
"Linguistique", "ART", "2010", "1", "Gaucelm Faidit, ou de l'art de jongler avec les rimes et les mots"
"Informatique", "COUV", "2007", "3", "Exécution adaptative de trame narrative"
"Linguistique", "ART", "2015", "1", "Pour étudier le vocabulaire de Barbey d’Aurevilly avec Hedwig Pinthus"
"Lettres", "COUV", "2011", "1", "Questions d'intimité, questions d'actualité. Corps et spectres dans 18. Oktober 1977 de Gerhard Richter."
"Informatique", "ART", "2008", "2", "La famille des motifs les plus informatifs. Application à l'extraction de graphes en chimie organique"
"Linguistique", "ART", "2011", "1", "Points d’accord(s) ?"
"Informatique", "COUV", "2005", "3", "Service de Cache pour les Grilles de Calcul"
"Informatique", "COMM", "2012", "2", "Des données tabulaires à RDF : l'extraction de données de Google Fusion Tables"
"Informatique", "ART", "2014", "3", "Modélisation de texture basée sur les ondelettes pour la détection de parcelles viticoles à partir d'images Pleiades panchromatiques"
"Lettres", "COMM", "2014", "1", "Les études littéraires, des compétences et des formations, l’exemple du CESR"
"Lettres", "ART", "2004", "1", "LA PARODIE DU RÉALISME SOCIALISTE DANS LA PROSE RUSSE CONTEMPORAINE (1970-1990)"
"Lettres", "ART", "2017", "2", "Et si on redessinait le monde"
"Lettres", "ART", "2013", "1", "Agréables différends. L’esthétique galante de la querelle dans deux dialogues de Jean Chapelain et Jean-François Sarasin"
"Informatique", "COMM", "2010", "4", "Un systeme generique d'extraction d'information dans des documents manuscrits non-contraints"
"Linguistique", "COMM", "2005", "1", "Traitement des actes de langage dans un système de dialogue homme-machine"
"Informatique", "COUV", "2006", "2", "Systèmes répartis adaptatifs à contraintes de temps"
"Lettres", "COMM", "2009", "1", "Les lunettes, le petit balai, et la chaire brûlante: trois images de la prudence dans les allégories politiques de Léonard de Vinci pour Ludovic le More"
"Informatique", "COMM", "2011", "3", "ZebraNet Analysé dans le Modèle des Protocoles de Population"
"Informatique", "COMM", "2016", "4", "Rôle d'une base de connaissance dans SemIoTics, un système autonome contrôlant un appartement connecté"
"Linguistique", "ART", "2007", "1", "Physiologie de la déglutition"
"Informatique", "ART", "2004", "2", "Adaptation de contenus multimédias pour les systèmes d'information pervasifs"
"Informatique", "COMM", "2004", "2", "Une axiomatisation des relations qualitatives du calcul des intervalles cycliques"
"Lettres", "COMM", "2011", "1", "Né de la chair de Marie"
"Informatique", "COMM", "2009", "2", "Représentation orientée-tesselle d'images de mosaïques anciennes"
"Informatique", "ART", "1997", "1", "Informatique et intégration"
"Linguistique", "COMM", "2005", "3", "Pour une étude sur les textes de l'ex-four dans l'ex-cour V"
"Informatique", "COMM", "2011", "2", "Une solution approchée pour les files Ph/Ph/1 et Ph/Ph/1/N"
"Lettres", "COMM", "2013", "1", "Urs al-Zeyn de Tayeb Salih"
"Lettres", "ART", "2012", "1", "Les célébrations du Risorgimento en France (1911-1961)"
"Informatique", "COMM", "2009", "1", "Consistance Duale et réseaux non-binaires"
"Informatique", "COMM", "2009", "3", "Algorithme de décomposition de domaine pour la satisfaction et l'optimisation de contraintes"
"Informatique", "COMM", "2009", "3", "Un modèle réactif pour l'optimisation par colonies de fourmis : application à la satisfaction de contraintes"
"Informatique", "COMM", "2010", "2", "Détection et séparation de lignes connectées dans les documents multi-orientés"
"Informatique", "COMM", "2006", "2", "Visualisation des règles associatives : vers une approche méta-cognitive"
"Linguistique", "COUV", "2011", "1", "Alain Rey, le linguiste et les mots nouveaux"
"Informatique", "COMM", "2009", "1", "Un algorithme de décision dans l'algèbre des arbres finis ou infinis et des queues"
"Lettres", "COMM", "2009", "1", "Le vocabulaire de l'allégorie chez Héraclite le Pontique : entre conservatisme, apologétique et polémique"
"Linguistique", "ART", "2008", "1", "Observations concernant les récentes critiques et omissions de Joseba Lakarra à propos des recherches d'Hector Iglesias sur la problématique basco-ibérique suivies d'une hypothèse inédite concernant l'inscription de Liria"
"Lettres", "ART", "2009", "1", "Amour chevaleresque, amour galant et discours politiques de l'amour dans Les Plaisirs de l'île enchantée(1664)"
"Lettres", "COUV", "1997", "1", "Hans Heindl ou l’espoir d’une révolution totale"
"Linguistique", "ART", "2009", "3", "Les noms de marque dans le domaine de l'informatique : norme terminologique et usages"
"Lettres", "COMM", "2013", "1", "L'ancienne science des mythes : comparatisme et syncrétisme dans la tradition mythographique de l'Antiquité à la Renaissance"
"Lettres", "COMM", "2013", "1", "L’Université de Bourges au temps de sa gloire"
"Linguistique", "COMM", "2013", "1", "Discrimination(s) et minoration linguistique : approche glottopolitique à travers le triptyque représentations-pratiques-institutionnalisations. L'exemple corse"
"Linguistique", "COMM", "2013", "1", "La polynomie ou la redistribution des pouvoirs"
"Lettres", "ART", "2011", "1", "« Une nouvelle hypothèse sur les deux recensions des Synonyma d’Isidore de Séville : quelques remarques critiques »"
"Lettres", "COUV", "2008", "1", "Naissance et constitution d’une conscience pacifiste dans les rangs des paysans alsaciens au moment de la Première Guerre mondiale. L’exemple de Dominik Richert (1893-1977)"
"Linguistique", "COMM", "2009", "1", "La détermination externe et/ou interne du contenu des représentations mentales"
"Lettres", "ART", "2008", "1", "Le discours du sujet"
"Informatique", "COMM", "2011", "3", "REPRESENTATION ET ALGORITHMES PARCIMONIEUX POUR LA TOMOGRAPHIE PIV"
"Lettres", "COMM", "2013", "1", "Comparer les îles. Fondements et perspectives d'une géocritique de l'insularité , Modération de la table-ronde Géocritiques insulaires"
"Informatique", "COMM", "2009", "1", "Décidabilité de contraintes du premier ordre par contraintes duales"
"Linguistique", "COUV", "2010", "1", "I'm a flémmard linguist in a Frenchie world : de nouveaux anglicismes dans un petit échantillon de la presse féminine"
"Linguistique", "ART", "2012", "2", "La corrélative en ceci de Adjectif que P : conditions d’emploi en comparaison avec la pseudo-clivée"
"Linguistique", "COUV", "2008", "1", "Apprendre à écrire à Ougarit : une typologie des abécédaires"
"Lettres", "COMM", "2013", "1", "Trois Anglaises en Corse"
"Lettres", "ART", "1996", "1", "E. CALDWELL : ENTRE DOCUMENTAIRE, LITTÉRAIRE ET IMAGINAIRE"
"Linguistique", "COMM", "2016", "1", "La comparaison d’égalité en tchétchène"
"Informatique", "COMM", "2012", "3", "Vers une gestion des croyances pour la planification Homme - Robot"
"Linguistique", "ART", "2007", "1", "Le langage est-il un instinct ? sur le nativisme de Pinker"
"Linguistique", "ART", "2017", "1", "Analyse des structures chinoises traduites par le pronom indéfini on dans la version française de Grenouilles de Mo Yan"
"Lettres", "COUV", "2011", "2", "Le canard, une exemplarité  réactionnaire"
"Lettres", "COUV", "2004", "1", "notice Que sais-je?"
"Linguistique", "ART", "2007", "2", "Analyse multimodale d'une activité professionnelle : l'utilisation des bons de commande dans un restaurant"
"Linguistique", "COMM", "2010", "1", "Le marqueur bị et la distinction Inergatif vs. Inaccusatif en vietnamien"
"Lettres", "COMM", "2008", "1", "Le récit carcéral marocain : les textes de la rupture"
"Lettres", "COMM", "2012", "1", "Tagore, une source d'inspiration pour la colonie d'artistes du Mone Verità"
"Informatique", "COMM", "2003", "2", "Pitch-Tracking of Reverberant Sounds, Application to Spatial Description of Sound Scenes"
"Lettres", "COUV", "1998", "1", "L'Entrée dans le cadavre"
"Lettres", "COMM", "2011", "1", "Les corps étrangers dans la correspondance d'une famille en exil : langue, émotion, identité"
"Informatique", "COMM", "2002", "3", "Multichannel Inverse Filtering of Multiexciter Distributed Mode Loudspeakers for Wave Field Synthesis"
"Informatique", "COUV", "2012", "1", "Quand émergent des pratiques musicales a-musicologiques"
"Lettres", "COUV", "1998", "1", "Les Etats intermédiaires"
"Lettres", "COMM", "2008", "1", "L’Hybris d’une princesse arabe à l’époque coloniale"
"Lettres", "COMM", "2009", "1", "Histoire, mythe et politique dans le roman historique révolutionnaire"
"Lettres", "COUV", "1998", "1", "La Phase de Perfection"
"Lettres", "COMM", "2008", "1", "Sémiotique corporelle et textualité"
"Informatique", "COMM", "2002", "3", "Ecrins: an audio-content description environment for sound samples"
"Lettres", "COUV", "1998", "1", "Le Tantra de la Roue du Temps"
"Informatique", "COMM", "2008", "10", "Utilisation d'ontologie pour la validation de mesures appliquées à la fermentation alcoolique"
"Lettres", "COUV", "2010", "2", "Danses (Histoire du Moyen Âge)"
"Informatique", "COMM", "2008", "3", "Spatial rendering of audio-visual synthetic speech use for immersive environments"
"Lettres", "ART", "2017", "1", "L’Italie et « ses » Juifs : mobilités, modernités, identités"
"Lettres", "COMM", "2008", "2", "Le lyrisme dans Hernani et Ruy Blas : l'anti-théâtre ?"
"Informatique", "COMM", "1995", "4", "Spatialisations quantitative et qualitative en milieux poreux. Application à l'estimation des risques dans la dépollution des sols"
"Lettres", "COUV", "2004", "1", "notice Tour de Montaigne"
"Informatique", "COMM", "2012", "2", "Participation de l'IRISA à DeFT2012 : recherche d'information et apprentissage pour la génération de mots-clés"
"Lettres", "COMM", "2010", "1", "Au sommet de la singularité. La conquête de l’Himalaya dans la littérature des alpinistes de langue allemande 1918 à 1945"
"Lettres", "COMM", "2011", "1", "Le peuple de Paris dans les fictions futuristes du XIXe siècle"
"Lettres", "COMM", "2007", "1", "Les amazones de Paul Adam ou quand la femme s’éveillera"
"Linguistique", "COUV", "1997", "2", "Collocation et dictionnaires"
"Linguistique", "ART", "1998", "1", "Les premiers outils pour la Traduction Automatique: demande sociale, technologie et linguistique (1948-1960)"
"Informatique", "COUV", "2014", "1", "L’acte créateur entre culture de l’oralité et cognition musicale"
"Linguistique", "COMM", "2010", "2", "Opacité et idiomaticité des expressions figées : deux repères en traduction"
"Informatique", "COMM", "2012", "5", "Digital management, replay and preservation of musical works through a strongly-commited ontology development"
"Informatique", "COMM", "2014", "2", "A comprehensive computational model for music analysis, applied to maqâm analysis"
"Lettres", "COMM", "2010", "1", "Violence, crimes et châtiments dans les Vite des successeurs romains de Giorgio Vasari"
"Lettres", "COUV", "2016", "2", "L’agglomération romaine d’Abritus (Mésie inférieure/Mésie seconde)"
"Linguistique", "ART", "2000", "1", "Deux macro-discriminants de la dialectologie arabe (la réalisation du qâf et des interdentales)"
"Lettres", "COMM", "2011", "1", "Imaginer la Révolution française en 1784 : utopie et utopisme dans Télèphe de Pechméja"
"Lettres", "COMM", "2011", "1", "Récits et mémoire de naufrages dans le sud-ouest de l’océan Indien. XVIe-XVIIIe siècles"
"Lettres", "COMM", "2009", "1", "Dialogue du texte et des gravures dans le Voyage pittoresque de Jacques-Gérard Milbert"
"Informatique", "COMM", "2003", "4", "Analysis and reproduction of the frequency spectrum and directivity of a violin"
"Informatique", "ART", "2011", "1", "Outils informatiques pour la protection de la vie privée"
"Informatique", "COMM", "2001", "2", "Directivity synthesis with 3D array of loudspeakers : application for stage performance"
"Informatique", "COMM", "2010", "1", "Etude des applications de Simulation Distribuée Interactive et l'algorithme Dead Reckoning"
"Informatique", "COMM", "2014", "3", "Modèle de sonie: Objectifs des recherches actuelles"
"Informatique", "COMM", "2006", "3", "Erreurs de calibration en réalité augmentée : une étude pratique"
"Linguistique", "ART", "1997", "2", "La langue intermédiaire dans la Traduction Automatique en URSS (1954-1960). Filations et modèles"
"Informatique", "ART", "1999", "3", "La programmation à objets. Application au langage Eiffel (4ème partie)"
"Linguistique", "ART", "1999", "1", "Couple question-réponse et mise en séquence: la question du format"
"Linguistique", "COMM", "2010", "1", "Néologie et traitement automatique"
