"Domaine","Support","Année","Nauteurs","Titre"
"Lettres", "COUV", "2013", "1", "Black People Will Judge Me': le procès d'Amiri Baraka entre normes juridiques et normes poétiques."
"Linguistique", "COMM", "2017", "4", "Expériences et recommandations pour la gestion de corpus de parole pathologique"
"Informatique", "COMM", "2008", "3", "Poster : Effet de la mobilité MANET sur un système P2P"
"Lettres", "COUV", "1998", "1", "Surface et intériorité chez Henri Michaux : de L’Espace du dedans aux Emergences-résurgences"
"Lettres", "COUV", "2010", "1", "Le Journal de Dang Thuy Tram. Le moi contre le guerre."
"Lettres", "COUV", "2017", "1", "Heidi et ses langues. De Zurich à Tokyo"
"Lettres", "COUV", "2003", "1", "Voltaire, Mémoire du sieur de Voltaire"
"Linguistique", "COUV", "2014", "1", "Dénommer : chercher un consensus"
"Linguistique", "ART", "1998", "1", "Les représentations de la France dans des manuels de F.L.E de trois pays de l'Union Européenne : Allemagne, Grande-Bretagne, Italie"
"Informatique", "COMM", "2008", "11", "Évaluation de la qualité des systèmes multisources: Une approche par les patterns"
"Lettres", "ART", "2004", "1", "Compte rendu de l'ouvrage d'Hermann Hauke. — Katalog der lateinischen Fragmente der Bayerischen Staatsbibliothek München. 2 : Clm29315-29520 Wiesbaden, Harrassowitz, 2001 (Catalogus codicum manuscriptorum BIbliotheca Monacensis, IV/12)."
"Lettres", "ART", "2017", "3", "Le sexe féminin aux XIVe – XVe siècle"
"Informatique", "COMM", "2012", "3", "CADRE DE MODELISATION POUR LE PILOTAGE DYNAMIQUE DU TRANSPORT ROUTIER A L'AIDE DE TECHNOLOGIE RFID"
"Lettres", "COUV", "2013", "1", "These French clichés are symptomatic : la mise en évidence des mots français dans Lolita de Vladimir Nabokov"
"Lettres", "ART", "2014", "1", "Deux extraits du Honglou meng en hommage à Jacques Dars"
"Lettres", "ART", "2012", "1", "Le sonnet des Voyelles, l'optique de Helmholtz et la photographie couleur. Une mise en contexte et ses conséquences esthétiques."
"Lettres", "ART", "2008", "1", "Connaître les hommes', 'soumettre les consciences', 'voir toute chose' : censure, vérité et raison d'Etat en Italie au tournant des XVI et XVII siècles"
"Linguistique", "COUV", "2011", "2", "Instant magique ou Moment de bonheur : quelques considérations sur le temps qui passe"
"Informatique", "COMM", "2006", "3", "Vers une classification de problèmes abductifs en fonction d'observations possibles"
"Linguistique", "ART", "2010", "1", "Intertextualité et technologies de l’information et de la communication : principe et mise en œuvre"
"Linguistique", "COUV", "2013", "1", "Antonio Gramsci, écrire : r-exister"
"Linguistique", "COMM", "2006", "1", "Songhay et évolution non linéaire: reprise de la question"
"Lettres", "COUV", "2014", "1", "Rotrouenge"
"Informatique", "COMM", "2010", "4", "Découverte d'itemsets fréquents fermés sur architecture multicoeurs"
"Informatique", "ART", "2008", "4", "Préservation de processus temps réel"
"Informatique", "COMM", "2014", "1", "Comparaison entre performances et effort de développement dans la programmation parallèle"
"Linguistique", "ART", "2004", "1", "Descriptions, catégories et collections de catégories. Le rôle de l'urgence dans les pratiques de catégorisation de la douleur dans les appels au 15"
"Informatique", "COMM", "2005", "3", "IGC : Une nouvelle consistance partielle pour les CSPs continus"
"Linguistique", "COMM", "1993", "1", "Sur les Paramètres Acoustiques de la Focalisation en Anglais"
"Lettres", "COUV", "2017", "1", "29 contributions"
"Lettres", "ART", "2013", "1", "L’Autoreprésentation graphique dans le texte épistolaire au XIXe siècle. La Culture visuelle du XIXe siècle"
"Informatique", "COMM", "2008", "3", "Instrumenter la lecture savante de documents multimédia temporels"
"Linguistique", "COMM", "2004", "1", "Écriture et traitement des contraintes par des apprentis scripteurs » École thématique UMR 8132 CNRS - ENS Critique génétique, manuscrit, écriture, invention"
"Informatique", "COMM", "2015", "3", "Recommandations à l'égard d'usages pédagogiques de dispositifs humains et numériques pour favoriser la présence en formation à distance : synthèse de trois recensions systématiques"
"Linguistique", "COMM", "2008", "2", "Le DÉCT (Dictionnaire Électronique de Chrétien de Troyes) : un modèle pour la lexicographie d'aujourd'hui ?"
"Linguistique", "COMM", "2013", "1", "Parfait et/ou aoriste ? Le cas du latin"
"Linguistique", "ART", "2014", "1", "L'écosystème des réseaux sociaux. Editorial du numéro 3 de Publier la Science"
"Linguistique", "COMM", "2000", "2", "La thématique. Essai de repérage automatique dans l'oeuvre d'un écrivain (Le Clézio)"
"Informatique", "COMM", "2000", "1", "Gestion des Dépendances entre Sous-Jeux pour l'Application de la Théorie Combinatoire à la Programmation du Jeu de Go"
"Lettres", "COUV", "2017", "1", "Avatars de l’opératique au cinéma : les adaptations du Fantôme de l’Opéra"
"Linguistique", "COMM", "2014", "2", "Le bonheur au pluriel ? Expériences de la pluralité linguistique d’étudiants internationaux"
"Informatique", "COMM", "2017", "2", "Une métrique de sélection de variables appliquée à la centralité et à la détection des rôles communautaires"
"Lettres", "ART", "2017", "1", "L’Ethique de la métafiction : éléments pour un ‘postréalisme’ en littérature anglaise"
"Lettres", "ART", "2011", "1", "Pris dans la toile des discours sur la musique : Gluck, scènes littéraires"
"Linguistique", "COMM", "2004", "1", "Y a-t-il une spécificité de l'écriture de fiction ? Ecole thématique du CNRS Analyses pluridisciplinaires de l'écriture : convergences et débats"
"Informatique", "COMM", "2004", "3", "Conception d'un banc d'essais décisionnel"
"Linguistique", "COMM", "2010", "1", "L'institution du français révolutionné"
"Linguistique", "COMM", "2017", "3", "Acquisition et didactique d’une L2 : du milieu naturel au milieu institutionnel"
"Lettres", "ART", "1990", "1", "WILLIAM FAULKNER : À VUE DE NEZ"
"Informatique", "ART", "1996", "1", "Reconstruction et régularisation de surfaces d'objets courbes"
"Informatique", "COMM", "2014", "1", "Plénière: Programmation non-linéaire en variables mixtes et applications"
"Informatique", "COMM", "2011", "2", "Spécification du protocole << CAN like >> pour la couche MAC des réseaux locaux sans fil"
"Informatique", "COMM", "2003", "1", "Apprentissage et adaptation pour des ensembles de robots coopérants"
"Lettres", "COUV", "2009", "1", "« La “triade” d’al-Ḥira », p. 329-339, dans M. A. Amir-Moezzi, J.-D. Dubois, C. Jullien, F. Jullien (éds.)"
"Linguistique", "ART", "2008", "3", "Enseigner la production d'écrit"
"Linguistique", "COMM", "2010", "1", "Evolution de la position du sujet pronominal en français médiéval : une approche sémantico-pragmatique"
"Linguistique", "COMM", "2013", "1", "Les fleuves de l'Anatolie : de la réalité à la représentation (points de vue hittite et grec)"
"Lettres", "COMM", "2008", "1", "Géocritique et architecture"
"Linguistique", "COUV", "2012", "3", "Indices sur les manifestations de la généralité nominale : le cas de déplacement"
"Informatique", "COUV", "2010", "1", "L'imagerie médicale : une affaire de mathématiques ?"
"Informatique", "COMM", "2011", "2", "Etude d'instances pour les problèmes NP-difficiles"
"Informatique", "COMM", "2012", "3", "Approches déclaratives pour l'énumération de motifs intéressants (Tutoriel)"
"Informatique", "COMM", "2007", "4", "Présentation d&apos;un prototype de robot à 6 DDL appliqué à la chirurgie mini-invasive"
"Linguistique", "COUV", "2016", "1", "Thalassothérapie, thermalisme et bien-être : Du profil sémantique du mot bien-être aux portraits discursifs des publics"
"Linguistique", "ART", "2010", "1", "La traque lexicographique et dictionnairique : du loup au chat en passant par le vin, le mariage et le citoyen"
"Informatique", "COMM", "2014", "4", "L'accident du vol AF447 Rio-Paris, un cas d'étude pour la recherche en IHM"
"Linguistique", "COMM", "2006", "1", "Linguistique et Histoire : nouveau parcours"
"Informatique", "COMM", "2017", "4", "Contribution à la recherche de vérité: modèles exploitant des règles d'association extraites d'une base de connaissances"
"Informatique", "COMM", "2013", "3", "Approche méthodologique pour la modélisation multi-comportementale dans la SOA"
"Linguistique", "ART", "1987", "1", "Le dictionnaire de Hugo a-t-il un bonnet rouge ?"
"Informatique", "COUV", "2016", "2", "Illustration de phénomènes électrophysiologiques avec OpenViBE"
"Informatique", "COUV", "2013", "2", "Réalité Augmentée et/ou Mixte"
"Linguistique", "ART", "2011", "1", "Identité et langues à la Légion étrangère"
"Lettres", "COUV", "2015", "1", "Henry de Montherlant et Roger Vailland : drôles de joueurs"
"Lettres", "ART", "2012", "1", "Le pícaro, héros en tension et figure de la rupture"
"Informatique", "COMM", "2005", "3", "Intensités cohérente et incohérente d'une surface rugueuses éclairée par une onde plane. Analyse en coordonnées non orthogonales"
"Lettres", "COUV", "2013", "1", "Quand l'image s'incarne : l'enlacement végétal du Lai du Chèvrefeuille à Ysaïe le Triste"
"Linguistique", "ART", "2008", "1", "Exotisation ou normalisation ? Le traitement de la répétition dans les traductions françaises de trois romans de Virginia Woolf : Jacob's Room, The Waves et Between the Acts"
"Linguistique", "COMM", "2009", "1", "Les métamorphoses du nom propre modifié entre le français et le russe"
"Informatique", "ART", "1998", "3", "Assistance au développement de spécifications de protocoles de communication"
"Lettres", "COMM", "1984", "1", "La motivation du langage et des genres dans la Poétique de Jules-César Scaliger"
"Lettres", "COMM", "2011", "1", "Christa Wolf face au pouvoir"
"Informatique", "COMM", "2008", "3", "Complexité et approximation pour un problème d'ordonnancement avec tâches couplées"
"Linguistique", "COMM", "2000", "1", "La langue hongroise au XXe siècle: permanence et évolutions"
"Informatique", "ART", "1998", "3", "Perte d'information lors d'agrégation spatiale en hydrologie. Application à un modèle hydrologique"
"Informatique", "COMM", "2016", "3", "Une mesure ordinale pour les preuves de terminaison en Coq"
"Linguistique", "ART", "2005", "1", "Sur les fausses prépositions : ‘sauf' et ‘excepté'."
"Lettres", "COUV", "2011", "2", "Faire des sciences avec les tout-petits : le rôle de la fiction"
"Linguistique", "ART", "2016", "1", "Quand le temps change avec le temps"
"Informatique", "ART", "2002", "6", "Spécifications formelles du chanfreinage"
"Informatique", "COMM", "2006", "3", "Analyse combinatoire de données pour la recherche médicale : recherche de supports"
"Lettres", "COMM", "2001", "1", "Vers la construction de l'image du luthérien dans le théâtre du XVIe siècle : deux pièces des années 1580"
"Informatique", "ART", "2002", "1", "Aperçus sur la découverte scientifique"
"Linguistique", "COMM", "2004", "4", "De l'article lexicographique à la modélisation objet du dictionnaire et des liens lexicaux"
"Lettres", "COUV", "2007", "1", "Redécouvrir la Palestine à travers Adorno: La Hache et le violon d'Alain Fleischer"
"Linguistique", "ART", "2016", "1", "Quand le non-dit n’est pas l’implicite : comment rendre visibles les silences dans le discours?"
"Informatique", "ART", "2011", "5", "Une approche centrée exigences pour la composition de services web"
"Lettres", "ART", "2011", "2", "Forewords"
"Informatique", "COUV", "2018", "1", "RETROSPEC TICE S – PERSPEC TICE S, APPRENTISSAGE ET ENSEIGNEMENT DES SPORTS DE COMBAT ET ARTS MARTIAUX : UN EXEMPLE EN JUDO"
"Informatique", "ART", "2001", "3", "Jeux vidéo et intelligence artificielle située"
"Informatique", "COMM", "2012", "4", "Canopée : un environnement numérique de sémantique augmentée"
"Lettres", "COUV", "2004", "1", "L'Orient dans la peinture du XIXe siècle, Catalogue de l'Exposition Fantasmes d'Orient, Berlioz/Hugo, 2004, p. 31-39"
"Informatique", "ART", "2016", "2", "Un logiciel capable de vérifier les faits en temps réel ?"
"Informatique", "COMM", "2003", "1", "Un modèle de connaissances en RDF(S) pour raisonner à partir de cas sur le Web sémantique"
"Linguistique", "ART", "2017", "1", "La Perception sémantique"
"Informatique", "ART", "2013", "1", "Modélisation numérique de la dispersion atmosphérique accidentelle des radionucléides : l'état de l'art de la recherche"
"Informatique", "COMM", "2014", "1", "Construction d'un workflow auto-adaptatif pour le suivi des maladies"
"Informatique", "COUV", "2009", "1", "Modélisation biomécanique du visage pour l'étude de la perception audiovisuelle de la parole"
"Informatique", "COUV", "2013", "4", "Mise en oeuvre d'une application, choix de solutions, performances"
"Linguistique", "COMM", "2004", "1", "Le développement de la construction de la référence spatiale dans des discours oraux des enfants francophones et polonophones"
"Lettres", "ART", "2013", "1", "La trahison"
"Informatique", "COMM", "2004", "10", "Extraction d'information appliquée au domaine biomédical - apprentissage et TALN"
"Informatique", "ART", "2009", "2", "ERS, une plate-forme bibliométrique."
"Informatique", "COMM", "2015", "3", "Diffusion sur graphes et placement automatique de germes pour la sur-segmentation d'images"
"Informatique", "COMM", "2011", "1", "Communication USB, du driver au périphérique"
"Informatique", "COMM", "2002", "1", "Ethernet commuté pour applications temps réel"
"Lettres", "COUV", "2014", "1", "Entre Renart et Galaad : remarques sur la littérature des XIIe et XIIIe siècles"
"Informatique", "COUV", "2009", "3", "Fourmis artificielles et bio-informatique (repliement de protéines, alignement multiple et séquençage par hybridation)"
"Linguistique", "COMM", "2013", "2", "Centre de Ressources pour l'Apprentissage Plurilingue en Ligne', outil global et adaptable pour les acteurs de la formation en langues à l'université"
"Lettres", "COUV", "2011", "2", "L'apport du récit dans l'appropriation technique"
"Informatique", "COMM", "2006", "3", "Détection de Contours Floue pour les Images Omnidirectionnelles"
"Linguistique", "COMM", "2010", "1", "L’évolution des groupes consonantiques obstruantes + liquides du latin à l’ancien français"
"Linguistique", "COMM", "2012", "1", "Le français langue seconde (FLS) : contextualisations et situations d’enseignement/apprentissage"
"Linguistique", "COMM", "2011", "6", "Proposition d’une batterie d’épreuves contribuant au dépistage des Troubles Déficitaires de l’Attention avec Hyperactivité (TDA/H)"
"Informatique", "COUV", "2014", "5", "iSoNTRE : The Intelligent Social Network Transformer into Recommendation Engine framework"
"Informatique", "COMM", "2015", "3", "Arbres couvrants presque disjoints"
"Informatique", "COMM", "2007", "1", "La fouille visuelle de données à la confluence de l'ECD et de l'IHM : le cas des règles d'association"
"Linguistique", "ART", "2008", "1", "Le toponyme, désignateur souple et organisateur mémoriel"
"Informatique", "COMM", "2015", "4", "Finding Objects Faster in Dense Environments using a Projection Augmented Robotic Arm"
"Informatique", "COMM", "2013", "1", "Identification de distributions dans des séries temporelles multivariées présentant des corrélations à délais"
"Informatique", "COMM", "2012", "1", "Représentation, analyse et simulation de processus ponctuels spatio-temporels"
"Lettres", "COUV", "2010", "1", "Fictions d’autorité dans la littérature contemporaine : dédoublement, circulation, transfert"
"Lettres", "COUV", "2009", "1", "« Kafka, Pynchon, Maxwell : le procès du sens, la comédie de l'interprétation »"
"Linguistique", "COMM", "2005", "1", "Rôle de l'étayage dans les récits d'enfants typiques et dysphasiques de 4 à 12 ans"
"Informatique", "COMM", "2002", "2", "Affectation de ressources humaines dans un environnement multi-ressources"
"Informatique", "COMM", "1994", "1", "Les méthodes d'accès des réseaux à haut débit"
"Lettres", "COUV", "2012", "1", "Glinka"
"Lettres", "COMM", "2015", "1", "Florimont dans l’imprimé lyonnais d’Olivier Arnoullet (1529)"
"Linguistique", "ART", "2015", "1", "Sur quelques énigmes des OEuvres complètes de Marcel Schwob en japonais"
"Linguistique", "COUV", "2002", "1", "Algérie : de l'arabe à l'arabisation"
"Linguistique", "COUV", "2008", "1", "La normalisation des corps. Monstruosités, handicaps, différences."
"Lettres", "ART", "2015", "1", "Pour un partage du visible : Mes Algéries en France, de Leila Sebbar"
"Informatique", "COMM", "2013", "2", "Un système de recommandation de lieux basé sur la mesure de Katz dans les réseaux sociaux géographiques"
"Linguistique", "COUV", "2011", "1", "Pour une approche intégrée du champ de l'argumentation: Etat de la question et questions controversées"
"Linguistique", "COUV", "2015", "1", "Analyse de situations de classe et de pratiques enseignantes en algèbre élémentaire"
"Lettres", "ART", "2017", "1", "Aimez-la ou quittez-la ?"
"Lettres", "COMM", "1999", "1", "L'HISTOIRE AUGUSTE AU CARREFOUR DU TEMPS"
"Lettres", "COUV", "2012", "1", "L’album pour la jeunesse : un livre d’artiste ? Et les « bouquins » de Béatrice Poncelet ?"
"Informatique", "COMM", "2007", "3", "Association spatio-temporelle avec données manquantes par minimisation d'énergie"
"Lettres", "COUV", "2012", "1", "Millevoye"
"Informatique", "COMM", "2002", "2", "Un graphe de voisinage basé sur l'utilisation des distances discrètes"
"Informatique", "COMM", "2014", "2", "Des documents d’archive figurés à l’analyse historique du patrimoine architectural et urbain : étude du bassin minier de Provence"
"Linguistique", "COMM", "2010", "1", "Voix chantées du monde"
"Informatique", "COUV", "2003", "3", "Evaluation de performance et proximité"
"Linguistique", "COMM", "2011", "1", "Structures grammaticales dans les vocalisations des Muriquis"
"Linguistique", "COMM", "2016", "5", "Réalisation phonétique et contraste phonologique marginal : une étude automatique des voyelles du roumain"
"Linguistique", "COUV", "1999", "1", "L'étranger-voyageur : la formulation de l'autre chez les Gbaya kara"
"Linguistique", "ART", "2010", "1", "Argumentation rhétorique : les eaux mêlées"
"Lettres", "COMM", "2015", "2", "Le roman d’une guerre perdue : La Débâcle, de Zola"
"Lettres", "COMM", "2000", "1", "La peau et les os de G. Hyvernaud : Précis de décomposition"
"Linguistique", "COUV", "2018", "1", "Traduire en anglais les sciences exactes : effets secondaires d'un contexte éditorial"
"Lettres", "ART", "2012", "2", "Entre la terre et la mer, entre le Paradis et l’Enfer : l’île dans la Navigatio sancti Brendani et ses versions en langues romanes"
"Lettres", "ART", "1990", "1", "Mémoires en miroir"
"Lettres", "COMM", "2007", "1", "Arthur et le géant aux barbes : genèse et circulation européenne d'un épisode fondateur."
"Informatique", "COMM", "2015", "4", "Identification des unités de mesure dans les textes scientifiques"
"Lettres", "ART", "2015", "2", "L'image du soldat de la grande guerre dans les bandes dessinées italiennes et françaises des années 90 à aujourd'hui"
"Linguistique", "ART", "2017", "3", "Références perceptives et variations de rythme dans le discours oral de locuteurs aveugles congénitaux : du prêt-à-dire à la spécificité assumée"
"Lettres", "COUV", "2011", "1", "L’Ironie constitutive dans Hotel du Lac d’Anita Brookner : une analyse narratologique"
"Lettres", "COUV", "2011", "1", "Judenplatz, Heldenplatz... Quelle place pour la mémoire de la Shoah et du nazisme dans l'Autriche du XXIe siècle ?"
"Linguistique", "COMM", "2014", "2", "Production de /y/ et /u/ français par deux apprenants anglophones en lecture : une étude de cas"
"Linguistique", "ART", "2012", "1", "Apport de la textométrie dans l’analyse des corpus parallèles bilingues: la traduction de Atala de Chateaubriand par Simón Rodríguez"
"Informatique", "COMM", "2009", "2", "Estimation MAP pour des variables elliptiquement distribuées"
"Informatique", "COMM", "2012", "3", "Mouvements pseudo-rigides pour des interactions multi-doigts plus flexibles"
"Lettres", "ART", "1992", "1", "La Scène interrompue : l’idylle et son obstacle dans les romans de Chateaubriand"
"Informatique", "ART", "2014", "3", "Modélisation de texture basée sur les ondelettes pour la détection de parcelles viticoles à partir d'images Pleiades panchromatiques"
"Informatique", "COMM", "2011", "4", "Une ontologie pour la description des intrusions dans les RCSFs."
"Lettres", "ART", "2014", "1", "La symbiose des cultures dans Des Femmes assises ça et là de Phạm Văn Ký"
"Informatique", "COMM", "2008", "3", "Un atelier d'ingénierie des connaissances en traitement d'images"
"Lettres", "ART", "2012", "1", "Prélèvement/déplacement : le document au lieu de l’œuvre"
"Informatique", "ART", "2004", "1", "Le B2I en collège"
"Linguistique", "ART", "1981", "1", "C-r de Le dictionnaire comorien-français et français-comorien du RP SACLEUX"
"Informatique", "COMM", "2013", "4", "Évaluation de la performance des plans de secours par modélisation FIS : cas d’étude du PCS"
"Informatique", "COMM", "2005", "3", "Le roulement automatique des clés de confiance dans les résolveurs DNSSEC"
"Lettres", "COMM", "2012", "1", "Idées opaques dans le sermon médiéval anglais. Étude de cas : Ms. Bodley 806"
"Linguistique", "ART", "2012", "1", "Projet Télétandem Brésil : analyse de trois années d'échanges en ligne entre étudiants français et brésiliens"
"Linguistique", "ART", "2001", "1", "L'utilisation “informative“ du langage chez le jeune enfant avec référence particulière à la conduite explicative."
"Informatique", "COMM", "2012", "3", "Génération de classes de transition vectorielles par recouvrement de classes floues"
"Linguistique", "COMM", "2006", "1", "Controler l'interprétation des textes"
"Lettres", "COMM", "2006", "1", "Le souffle du mime. Le jongleur médiéval entre 'altercatio' et satire."
"Informatique", "COMM", "2009", "4", "Taaable : système de recherche et de création, par adaptation, de recettes de cuisine"
"Linguistique", "ART", "2008", "1", "Quelques remarques sur la sémantique des verbes de mouvement en polonais"
"Lettres", "ART", "2008", "1", "André Beucler, de Gontcharov à Dostoïevski"
"Lettres", "COUV", "2005", "1", "La Révolution littéraire de la Naî Kahânî"
"Lettres", "COMM", "2010", "1", "Pape... pipopu : l'iconoclasme lexicologique de Marnix de Sainte-Aldegonde, protestant et rabelaisien"
"Linguistique", "COUV", "2002", "1", "Catégorisation et polysémie"
"Lettres", "ART", "2009", "1", "D'un Sarajevo à l'autre : les guerres de Yougoslavie (1991-2001), un échec de l'Union européenne ?"
"Informatique", "COMM", "2007", "1", "Modélisation 3D et de l'apparence d'objets à partir d'images"
"Linguistique", "COUV", "2013", "1", "Berlin 1913 : l’esthétique scientifique française au miroir de l’Allemagne"
"Lettres", "COUV", "2013", "4", "Les Historiens"
"Lettres", "COUV", "2013", "1", "Les échanges culturels entre Français et Anglais: vers une meilleure compréhension?"
"Lettres", "ART", "2011", "1", "Le Poulpe et la Vitre. Résistance ou complicité de la littérature envers l'hégémonie économique ?"
"Lettres", "ART", "2000", "1", "« e por tanto, Senhor, do que ey de falar começo e digo… Enfance et enfantements d'un pays et d'une littérature dans la 'Lettre de Pêro Vaz de Caminha au roi dom Manuel sur la Découverte du Brésil (1500 »"
"Lettres", "ART", "2008", "1", "« Visages en scène : de l'écrin à l'écran pantomimique »"
"Linguistique", "COUV", "2011", "1", "Pourquoi deux génitifs et deux locatifs en russe pour certains substantifs? Etat actuel des paradigmes et aspects diachroniques"
"Lettres", "ART", "2011", "1", "Enseignements littéraires et œuvres de référence : entre l’ancien et le nouveau"
"Informatique", "COMM", "2017", "5", "Bisimulations for Verifying Strategic Abilities with an Application to ThreeBallot"
"Lettres", "COUV", "2009", "1", "L'histoire comme un cauchemar : les maisons hantées de William Trevor"
"Lettres", "ART", "2009", "1", "Yu Kiljun, Sŏyu kyŏnmun: du récit de voyage comme illustration d’une conviction"
"Informatique", "COMM", "2001", "4", "Hyper-généricité pour les langages à objets : le modèle OFL"
"Informatique", "COMM", "2006", "3", "Analyse des modes de cordes couplées d'une harpe par une méthode à haute résolution"
"Lettres", "ART", "2014", "1", "Trois notes de lecture : Les Grandes Heures, Le Goût de la poésie française, Dictionnaire des étrangers qui ont fait la France"
"Informatique", "COMM", "2003", "1", "Une approche inférentielle de la sémantique du langage naturel"
"Linguistique", "ART", "2000", "1", "Les étudiants et l'orthographe, analyse sociolinguistique des variations d'accents écrits"
"Linguistique", "COMM", "2007", "1", "Figure universelle et inscriptions culturelles : le lecteur générique en philosophie"
"Lettres", "COMM", "2010", "1", "La Nouvelle Mandragore de Jean Vauthier : écriture de la volupté, volupté de l'écriture"
"Linguistique", "COMM", "2016", "1", "Seré rubia y modelo pero no soy ninguna tarada : futur, conditionnel et évidentialité dans l’expression de la concession en espagnol moderne"
"Linguistique", "COMM", "2013", "3", "L’expression du passé dans les récits d’apprenants de l’italien L2 : sujets immigrés dans la région de Naples"
"Informatique", "COMM", "2001", "2", "Conception D'une Société D'agents Pour Une Mémoire D'entreprise"
"Lettres", "COMM", "2007", "1", "Mariages d’amour et mariages contraints : réalisme et romanesque dans les nouvelles du Mercure galant"
"Informatique", "COMM", "2014", "2", "Détection et correction automatique d'entités nommées dans des corpus OCRisés"
"Linguistique", "COMM", "2007", "1", "La gestion de la relation interpersonnelle dans certaines situations de parole publique (commerces et services, débats médiatiques)"
"Linguistique", "ART", "2004", "1", "A propos de certaines épenthèses en Sarde"
"Informatique", "COMM", "2001", "4", "Modèles intégrés du traitement de l’information cérébrale"
"Lettres", "COMM", "2008", "1", "La seconde volée de poètes se définit-elle par sa versification ? Le cas des stances et de la langue poétique de Desportes"
"Lettres", "COUV", "2009", "1", "Les aventures de Robert Drury relues par Alfred Grandidier"
"Lettres", "ART", "2011", "1", "Cendrars dans les revues de l'entre-deux-guerres"
"Informatique", "COMM", "2005", "2", "Raisonnement temporel et annotation chronologique"
"Linguistique", "COMM", "2008", "1", "Nasalisation et diphtongaison en italo-roman"
"Informatique", "COMM", "2011", "3", "Vers des machines exaflopiques vertes"
"Lettres", "COMM", "2016", "1", "De la surface cartographique à la surface littéraire. Pour une énergétique du texte littéraire."
"Linguistique", "ART", "2018", "2", "Les îlots verbaux dans les dislocations chez l’enfant français"
"Informatique", "COMM", "2011", "4", "Segmentation d'images multi-résolution : application à l'extraction des mitoses en imagerie histologique"
"Linguistique", "COMM", "2009", "1", "Les variétés du français en Afrique. Dénominations, stigmatisations, réification : à qui la faute ?"
"Informatique", "COMM", "2015", "2", "De novo detection of structure repeats in Proteins"
"Informatique", "COMM", "2011", "3", "Une approche à base de règles floues pour les requêtes à préférences contextuelles"
"Linguistique", "ART", "2014", "7", "Traitement des lexies d’émotion dans les corpus et les applications d’Emo­Base"
"Informatique", "COMM", "2002", "1", "Insertions et interprétation des expressions pronominales"
"Linguistique", "COUV", "2007", "1", "Exploration du langage oral."
"Informatique", "ART", "2007", "9", "Une Caractérisation non gaussienne et à longue mémoire du trafic Internet et de ses anomalies"
"Informatique", "COMM", "2004", "3", "Développement autonome des comportements de base d'un agent"
"Linguistique", "COMM", "2004", "2", "Vers une lambda-DRT étendue"
"Lettres", "COUV", "2015", "1", "Édition critique et préface des Engagements du hasard, de Th. Corneille"
"Linguistique", "COUV", "2013", "1", "Effacement de la source du point de vue : la structure something was always/never going to et ses traductions en français"
"Linguistique", "ART", "1995", "1", "Brève incursion dans les « Mauritanides »"
"Informatique", "ART", "2012", "5", "Classification de données EEG par algorithme évolutionnaire pour l'étude d'états de vigilance"
"Linguistique", "ART", "2007", "1", "compte rendu d'ouvrage linguistiques énonciatives et cognitives françaises"
"Informatique", "COMM", "2009", "2", "Programmation dynamique à mémoire bornée avec distribution sur les croyances pour les Dec-POMDPs"
"Linguistique", "COUV", "1998", "1", "Quel français scientifique pour l'Europe des langues? Du SMIC linguistique au savoir spécialisé"
"Informatique", "COMM", "2002", "5", "Différenciation des services sur les réseaux sans-fil 802.11"
"Linguistique", "COUV", "2007", "2", "La langue de proximité, vecteur d'intégration?"
"Linguistique", "COUV", "2014", "1", "Les outils d’analyse acoustique de la voix chantée : utilités et limites"
"Linguistique", "COMM", "1997", "1", "L'Afrique et l'ordinateur"
"Informatique", "COUV", "2011", "4", "Les marques d'usage dans un dictionnaire électronique"
"Informatique", "ART", "2005", "1", "Classification hiérarchique orientée en ASI"
"Linguistique", "COMM", "2007", "1", "Conceptualisation et apprentissage linguistique dans une classe bilingue : une étude de cas."
"Lettres", "COUV", "2007", "1", "Le tiers d'amour ou la préférence locale. Du darwinisme à la transalpine au 46 3 à la française"
"Lettres", "COUV", "2011", "1", "Pour une recherche francophone sur J.R.R. Tolkien"
"Lettres", "COUV", "1998", "1", "Sur la route de Versailles : les châteaux dans le roman de cape et d'épée"
"Lettres", "ART", "1992", "1", "L'œuvre aprocryphe syriaque de la Doctrine de l'apôtre Addaï"
"Linguistique", "ART", "2008", "1", "La comparative relative X que ce que P et son homonyme en français : contextes d'apparition et emplois en corpus"
"Linguistique", "COUV", "2005", "1", "Les relatifs dits de liaison dans l'oeuvre de Rabelais"
"Informatique", "COMM", "2015", "1", "L’accompagnement collectif de PME sur la voie de la RSE: retour sur une expérience régionale française dans le secteur de l’écoconstruction"
"Informatique", "COMM", "2006", "1", "Recherche d'Information efficace utilisant la sémantique : le focus"
"Linguistique", "COMM", "2008", "1", "Hiérarchie linguistique dans le trilinguisme : L1 (russe), L2 (anglais) et L3 (français)"
"Lettres", "COUV", "2016", "4", "Être objectiviste aujourd'hui : Michael Heller"
"Lettres", "COUV", "2011", "1", "« Je suis la rose de Saron, le muguet de vallées ». Végétation et toponymes : les traducteurs du Cantique des cantiques à l'épreuve de l'altérité"
"Informatique", "COMM", "2017", "3", "Coopération entre agents autonomes fondée sur l'éthique"
"Lettres", "COUV", "2015", "1", "Shakespeare ou le scandale renouvelé"
"Lettres", "ART", "2010", "1", "Psychanalyse hors case : un exercice politique"
